Protein	X180330_02_sample_39_patient_54_Dengue_2	X180330_07_sample_13_patient_53_Dengue_1	X180330_08_sample_03_patient_44_Dengue_1	X180330_09_sample_43_patient_54_Dengue_1	X180330_10_sample_57_patient_57_Dengue_2	X180421_02_sample_94_patient_57_Dengue_1	X180421_03_sample_113_patient_44_Dengue_2	X180421_05_sample_02_patient_86_Dengue_1	X180421_06_sample_04_patient_88_Dengue_1	X180421_07_sample_05_patient_71_Dengue_1	X180421_10_sample_08_patient_99_Dengue_2	X180423_04_sample_116_patient_53_Dengue_2	X180424_02_sample_10_patient_58_Dengue_2	X180424_03_sample_11_patient_60_Dengue_1	X180424_04_sample_12_patient_84_Dengue_2	X180424_05_sample_14_patient_79_Dengue_2	X180426_04_sample_18_patient_94_Dengue_2	X180426_05_sample_19_patient_91_Dengue_1	X180508_03_sample_21_patient_88_Dengue_2	X180508_07_sample_25_patient_93_Dengue_1	X180508_08_sample_26_patient_85_Dengue_2	X180508_09_sample_27_patient_98_Dengue_2	X180515_03_sample_34_patient_97_Dengue_2	X180515_04_sample_35_patient_81_Dengue_2	X180515_05_sample_36_patient_79_Dengue_1	X180515_06_sample_37_patient_87_Dengue_1	X180515_08_sample_32_patient_82_Dengue_1	X180517_04_sample_44_patient_92_Dengue_1	X180517_09_sample_50_patient_93_Dengue_2	X180520_02_sample_54_patient_96_Dengue_1	X180520_03_sample_55_patient_84_Dengue_1	X180520_09_sample_62_patient_100_Dengue_1	X180704_02_sample_93_patient_56_Dengue_2	X180704_03_sample_96_patient_68_Dengue_2	X180704_04_sample_97_patient_82_Dengue_2	X180704_05_sample_98_patient_80_Dengue_1	X180704_06_sample_99_patient_83_Dengue_2	X180704_07_sample_100_patient_94_Dengue_1	X180704_09_sample_102_patient_87_Dengue_2	X180704_10_sample_104_patient_97_Dengue_1	X180710_03_sample_106_patient_101_Dengue_1	X180710_04_sample_107_patient_100_Dengue_2	X180710_05_sample_108_patient_95_Dengue_1	X180710_06_sample_109_patient_89_Dengue_2	X180710_07_sample_111_patient_69_Dengue_1	X180710_08_sample_112_patient_101_Dengue_2	X180710_09_sample_114_patient_60_Dengue_2	X180710_10_sample_115_patient_83_Dengue_1	X180712_05_sample_121_patient_91_Dengue_2	X180712_06_sample_122_patient_86_Dengue_2	X180712_08_sample_124_patient_68_Dengue_1	X180716_02_sample_84_patient_95_Dengue_2	X180716_07_sample_89_patient_90_Dengue_1	X180716_09_sample_91_patient_90_Dengue_2	X180716_10_sample_92_patient_78_Dengue_1	X180718_02_sample_40_patient_69_Dengue_2	X180718_06_sample_75_patient_92_Dengue_2	X180718_07_sample_76_patient_55_Dengue_1	X180718_08_sample_77_patient_71_Dengue_2	X180718_09_sample_78_patient_99_Dengue_1	X180718_11_sample_81_patient_89_Dengue_1	X180718_12_sample_82_patient_96_Dengue_2	X180718_13_sample_83_patient_58_Dengue_1	X180719_15_sample_65_patient_98_Dengue_1	X180723_03_sample_67_patient_56_Dengue_1	X180723_04_sample_68_patient_55_Dengue_2	X180724_03_sample_70_patient_85_Dengue_1	X180724_05_sample_72_patient_78_Dengue_2	X180330_03_sample_42_patient_26_Zika_2	X180330_04_sample_51_patient_52_Zika_1	X180330_05_sample_52_patient_27_Zika_2	X180330_06_sample_73_patient_31_Zika_2	X180403_02_sample_95_patient_31_Zika_1	X180403_03_sample_117_patient_26_Zika_1	X180403_05_sample_09_patient_52_Zika_2	X180421_04_sample_01_patient_51_Zika_2	X180421_08_sample_06_patient_18_Zika_1	X180421_09_sample_07_patient_30_Zika_1	X180423_02_sample_110_patient_70_Zika_2	X180423_03_sample_103_patient_27_Zika_1	X180423_05_sample_31_patient_70_Zika_1	X180424_06_sample_15_patient_28_Zika_2	X180426_02_sample_16_patient_29_Zika_1	X180426_03_sample_17_patient_28_Zika_1	X180508_02_sample_20_patient_64_Zika_2	X180508_04_sample_22_patient_59_Zika_2	X180508_05_sample_23_patient_75_Zika_2	X180508_06_sample_24_patient_67_Zika_2	X180508_10_sample_28_patient_29_Zika_2	X180511_02_sample_29_patient_76_Zika_1	X180511_03_sample_30_patient_50_Zika_1	X180515_02_sample_33_patient_76_Zika_2	X180515_07_sample_38_patient_75_Zika_1	X180517_03_sample_41_patient_74_Zika_2	X180517_06_sample_46_patient_62_Zika_2	X180517_07_sample_48_patient_73_Zika_1	X180517_10_sample_53_patient_59_Zika_1	X180520_04_sample_56_patient_62_Zika_1	X180520_05_sample_58_patient_61_Zika_2	X180520_06_sample_59_patient_72_Zika_2	X180520_07_sample_60_patient_64_Zika_1	X180520_08_sample_61_patient_50_Zika_2	X180520_10_sample_63_patient_33_Zika_1	X180704_08_sample_101_patient_74_Zika_1	X180710_02_sample_105_patient_25_Zika_1	X180712_02_sample_118_patient_65_Zika_2	X180712_03_sample_119_patient_25_Zika_2	X180712_04_sample_120_patient_66_Zika_1	X180712_07_sample_123_patient_63_Zika_2	X180716_03_sample_85_patient_73_Zika_2	X180716_04_sample_86_patient_67_Zika_1	X180716_05_sample_87_patient_66_Zika_2	X180716_06_sample_88_patient_32_Zika_1	X180716_08_sample_90_patient_61_Zika_1	X180718_03_sample_45_patient_32_Zika_2	X180718_04_sample_49_patient_72_Zika_1	X180718_05_sample_74_patient_30_Zika_2	X180718_10_sample_79_patient_51_Zika_1	X180719_14_sample_64_patient_18_Zika_2	X180723_02_sample_66_patient_63_Zika_1	X180724_02_sample_69_patient_65_Zika_1	X180724_04_sample_71_patient_33_Zika_2	nFragment	nPeptide
P10909;P10909-2;P10909-4;P10909-5	776409	1.51592e+06	1.33689e+06	613224	847794	883464	841890	1.21084e+06	1.13474e+06	325355	756790	1.14846e+06	1.25098e+06	1.01159e+06	85026	901443	923957	1.62873e+06	1.17602e+06	665969	89622	51074.7	1.00215e+06	1.29122e+06	1.61285e+06	228785	507268	760470	1.10977e+06	1.0056e+06	169969	874178	1.68982e+06	879166	1.20265e+06	992955	540570	668152	299139	654925	1.00999e+06	907985	1.13714e+06	1.81944e+06	1.5301e+06	521695	1.0873e+06	720835	31878.8	77331.5	189221	1.40265e+06	1.24508e+06	1.20523e+06	108038	1.04877e+06	941742	1.08582e+06	1.06789e+06	754829	1.30391e+06	997010	380252	679516	1.12814e+06	943021	1.07783e+06	284112	891369	1.28966e+06	885049	1.50343e+06	1.50989e+06	1.13793e+06	870168	1.08167e+06	1.06339e+06	1.53454e+06	1.08564e+06	717053	1.05531e+06	1.51719e+06	983706	902509	1.34658e+06	947390	1.15378e+06	1.19951e+06	1.14556e+06	1.11675e+06	1.05857e+06	794202	1.56147e+06	1.14759e+06	1.42664e+06	938754	797365	1.52015e+06	841045	1.05927e+06	1.03798e+06	770370	1.22844e+06	1.89047e+06	1.39146e+06	1.67578e+06	517009	1.50581e+06	1.05593e+06	1.30107e+06	975951	342728	561127	1.21271e+06	1.09754e+06	1.00173e+06	1.27687e+06	1.21293e+06	1.49084e+06	1.29421e+06	846643	934927	42	10
P13671	283821	309265	302204	333912	369222	213589	275649	360275	409732	284889	319486	323152	319622	103643	353209	316270	311980	394876	265162	334754	430312	412169	305911	271256	334738	377878	377796	308929	305021	374920	360943	359491	128061	231747	334403	359374	425689	297247	393831	407255	190287	400768	276560	426809	292777	385868	282646	236481	308113	373187	83368.6	364463	303859	46032.6	220782	316192	347355	407897	283410	294881	276319	319290	290206	316495	301798	181798	337866	401593	263407	456127	362578	309507	248833	311313	314284	293524	172347	330908	302435	359867	351991	236290	314824	418191	341499	349279	281045	290941	285188	350251	396128	300657	324361	307995	300302	213372	160107	290433	191131	417079	290721	325584	273627	277067	173388	324019	270119	372363	148423	278309	366139	228626	235916	356847	317302	328784	269783	320708	236753	342470	323349	278822	30	10
P13796	8761.26	0	4753.81	8164.96	6821.7	1690.68	4201.43	7994.79	7211.85	27087.1	1058.08	5477.85	8790.7	13654.2	0	2047.51	7898.36	9103.28	26643.1	22143.2	6723.18	6286.87	23410.1	7748.4	6570.11	5504.7	22340.3	8354.62	6789.38	8591.39	4701.94	12911.8	6692.27	9288.19	11569.5	7270.05	17295.8	14149.8	0	0	3585.05	0	1224.33	2642.31	2680.68	9192.03	1653.18	2596.08	0	0	10878.6	7971.05	6130.81	11205.5	0	2160.94	4717.67	11224.5	8734.5	20067.9	11297.8	7272.55	3319.3	4920.85	2861.49	4610.03	19262.8	0	7591.08	0	1211.49	9245.26	9623.5	13133.6	6390.64	9099.8	9028.02	16609.6	13845.7	13430.9	7515.04	1614	5622.4	7754.43	562.887	6515.72	6329.88	13472.1	8128.96	3705.52	6447.66	9323.82	10657.5	5454.23	9857.62	18385.6	10540.8	10459.6	10383	11124.3	5291.21	11131.1	10774.4	1484.68	1252.61	0	0	1538.95	4874.62	6884.82	0	7972.58	14686.8	9990.88	9352.89	6202.37	9570.97	6396.94	8833.65	18239.5	12067.2	7836.16	6	2
P14151;P14151-2	12168.8	16749.7	7964.66	6429.56	1643.4	818.515	5940.14	14363.9	1704.14	0	12806.6	9475.13	3367.41	19433.1	7210.22	8848.89	12795	21143.7	21860.8	16982.3	0	1867.61	26738.3	10703.1	15233.5	2449.73	3912.36	16494.1	7122.59	6786.88	3655.06	19355.6	0	13263.4	8117.53	18885.8	9616.37	12124.5	1963.75	20078.3	7888.28	12129	14217.3	18393.7	12778.3	5671.88	4600.1	5610.62	2690.73	0	19514.6	24272.4	4313.02	7778.75	1542.02	13257	16139.4	25017.3	10090.2	2515.02	20195.5	12226.5	4087.95	9550.05	7329.45	13008.6	21662.7	6550.95	6219.51	7721.62	4916.35	15579.3	18521.3	13100.9	0	0	8652.18	7717.29	22438	0	7088.06	8753.46	8000.65	5746.16	17976.3	5499.65	5944.82	8049.76	8645.63	14844.6	10264.2	15348.9	25502.9	8554.2	12175.2	9953.01	20705.1	12336.2	17977	17296.3	10891.6	8472.13	9613.75	7683.43	10016	9717.61	5936.58	16403.6	5653.48	7121.73	4639.5	0	0	10601	14311.8	8624.79	12439.6	4428.64	18895.7	15816.9	14749.4	16489.5	9	3
P15169	142503	100474	107225	43910.1	119436	77434.6	109848	129821	120367	80114.4	91030.6	71738	81666.9	105796	66415.2	114574	91700.3	131403	94393.1	81808.7	28677.7	17210.7	103348	73384.9	71983.3	13466.6	135540	84708.6	93591.6	84047	16950.4	103798	75034.1	68182.5	48038.1	90145.7	56609.8	75421.3	18136.4	95872.8	31561.2	75104	58944.9	59977.2	47806.2	27070.5	43529.2	20073.7	16881.6	33843.9	31232.7	96696	46191	88473	18344.5	84419.2	63486.1	65066.2	51334.1	90947.1	64974	111754	19688.7	46898.3	65697.2	50890.1	95892.8	30885.2	71696.5	64687.3	34206.7	75957.1	95931.7	27356.4	76100.7	76936.4	69271.6	65479.8	114357	25780.1	72802.4	39528	30825.7	71433.3	89809.4	75536.7	72532.8	84339.5	89730.7	74539.5	124628	120455	108532	71364.6	96175.8	98892.3	66756.2	74230.4	69887.9	98271.1	106670	44682.1	114939	58635.2	35903.4	88571.4	57368.2	49598.7	60232.4	49820.3	70955.6	16148.8	56621.8	90029.3	53233.6	103229	68722.3	72608.5	67006.4	78692.4	109511	91611.3	27	9
P15814	1.37607e+06	1.31875e+07	1.19159e+07	8.37695e+06	7.95327e+06	2.09267e+07	4.79477e+06	1.35907e+07	7.10215e+06	1.1319e+07	7.61036e+06	1.18289e+07	1.44583e+07	1.05534e+07	2.42819e+06	1.08182e+07	1.34922e+07	1.16689e+07	1.10187e+07	9.66996e+06	2.00947e+06	2.21413e+06	1.52908e+07	9.98193e+06	1.1185e+07	97850.2	4.91513e+06	1.00801e+07	1.40139e+07	5.17587e+06	2.28991e+06	5.43363e+06	1.31272e+07	5.27103e+06	1.77419e+07	1.09846e+07	8.01394e+06	1.01341e+07	3.03621e+06	8.78606e+06	1.50551e+07	5.11521e+06	1.49578e+07	1.36201e+07	3.57274e+07	3.97558e+06	7.182e+06	4.7078e+06	1.47521e+06	2.53251e+06	2.34507e+07	1.78304e+07	1.2344e+07	1.71427e+07	19327.2	1.37832e+07	4.70459e+06	5.56118e+06	2.44417e+07	1.75986e+07	6.51796e+06	2.00644e+06	2.55547e+06	1.22136e+07	1.62349e+07	2.19845e+07	7.82089e+06	3.206e+06	8.02475e+06	1.36618e+07	6.99346e+06	1.34519e+07	1.5408e+07	2.25395e+07	6.84874e+06	9.21941e+06	1.37329e+07	1.16324e+07	7.07949e+06	7.04612e+06	1.4492e+07	9.79734e+06	5.426e+06	5.71439e+06	1.47892e+07	8.45357e+06	1.11003e+07	1.92876e+07	9.60089e+06	9.50494e+06	260773	8.8042e+06	1.19942e+07	8.60453e+06	1.81596e+07	2.09128e+07	7.59838e+06	1.62916e+07	8.76795e+06	1.1911e+07	1.52305e+07	1.8035e+07	9.39782e+06	1.14053e+07	2.39767e+07	3.19547e+07	8.07373e+06	1.82986e+07	2.11402e+07	5.31613e+06	1.30457e+07	2.41071e+06	3.34962e+06	1.05638e+07	2.27978e+07	1.51941e+07	1.03664e+07	9.80766e+06	1.60612e+07	1.11997e+07	4.58097e+06	1.41322e+07	9	2
P18428	391433	57024.1	88499.3	168680	95527.7	204417	107217	43268.1	140834	335660	109049	107860	89550.1	168643	3568.19	150458	277796	172852	83707.5	227007	36246.5	59855.1	185707	46412.1	38543.7	8599.63	144383	173497	240536	82157	28652.7	94633.1	157837	12311.1	137486	112331	71165.2	123698	689.476	400377	40700	43397.1	121553	82278	56553.2	33204.2	38602.2	71302.4	8533	1644.51	242341	96902.5	96455.8	67416.1	4785.81	157654	63533.3	57974.4	117390	371855	71584	133184	106833	42924.8	75416.5	59100.5	160631	11540.8	44391.9	121011	61328.2	111722	102906	93574.2	29185.7	56673.3	50902.1	91591.9	146294	60121.9	81930.3	32199.1	49000.4	84346.9	63966.7	59353.8	62789.1	153042	37633.8	169024	153385	184156	107495	128743	104814	41169.3	117698	73386.4	68630.5	237822	219070	106993	77684.2	94994.1	42860.9	70117.3	12743.5	106044	32228.1	120419	124710	23536.4	72712.6	127526	115953	225936	60114.8	155471	56833.5	169529	173115	47423.6	30	9
P19320	1541.37	0	690.148	2356.81	312.574	3643.01	1130.11	2769.4	1105.7	3837.11	1466.82	0	1734.02	1538.75	1506.19	706.496	0	1078.56	2733.49	5021.23	900.761	1945.17	1649.92	561.035	917.518	1859.07	2320.3	917.533	498.671	601.909	907.073	2080.98	0	1987.13	555.11	1341.15	1108.22	3264.59	866.556	581.954	0	1291.02	1331.68	1661.9	0	2396.73	0	763.202	0	0	4672.98	845.561	0	1400.98	0	1863.49	1290.45	918.137	1357.59	1478.06	1218.23	1763.19	0	0	1108.79	1519.12	1830.09	3937.82	0	804.327	0	682.613	0	221.87	0	852.91	0	1271.87	1462.46	425.817	1859.65	0	1242.94	1051.03	1026.55	838.503	0	1752.7	249.972	0	0	1374.1	1640.61	2162.63	800.351	1647.97	2229.51	880.512	2335.1	1246.56	1378.31	370.736	1221.31	0	0	0	0	2088.54	0	0	556.403	1741.6	2745.75	0	0	0	275.395	1081.93	945.192	1598.92	717.11	0	3	1
P19652	6.14263e+06	3.87118e+06	2.63624e+06	4.80299e+06	3.5193e+06	2.17884e+06	2.42403e+06	4.76676e+06	4.16886e+06	4.53415e+06	3.05106e+06	3.63269e+06	5.22807e+06	6.4827e+06	929928	5.55196e+06	7.25129e+06	5.92285e+06	2.10311e+06	9.5871e+06	1.67836e+06	3.3241e+06	5.18887e+06	2.84511e+06	5.92369e+06	666968	6.91046e+06	3.09919e+06	5.84622e+06	2.69015e+06	971713	3.80496e+06	2.95711e+06	3.61848e+06	4.41967e+06	4.96544e+06	3.85992e+06	4.17517e+06	1.19072e+06	9.02811e+06	3.57488e+06	4.32521e+06	4.25816e+06	4.77039e+06	3.62293e+06	2.84199e+06	3.37282e+06	5.95035e+06	1.10588e+06	1.17686e+06	1.56376e+06	6.26679e+06	4.76664e+06	5.61785e+06	1.58848e+06	3.16312e+06	4.47822e+06	4.00435e+06	5.17637e+06	5.74216e+06	4.62317e+06	5.18206e+06	3.12502e+06	2.34503e+06	4.14109e+06	1.24007e+06	3.16501e+06	2.94718e+06	2.48375e+06	4.15407e+06	2.23345e+06	4.75956e+06	6.63652e+06	4.31172e+06	3.62444e+06	3.2687e+06	3.71358e+06	3.99776e+06	5.53028e+06	2.58728e+06	3.25458e+06	2.85324e+06	2.72535e+06	2.63185e+06	4.20618e+06	2.67968e+06	4.56859e+06	4.13702e+06	2.55744e+06	3.81123e+06	6.05558e+06	4.76637e+06	5.30883e+06	2.42921e+06	5.34059e+06	2.99887e+06	4.85985e+06	4.37789e+06	3.52603e+06	5.65081e+06	5.94595e+06	3.12373e+06	4.46089e+06	3.20081e+06	2.74067e+06	4.14664e+06	2.9063e+06	9.34004e+06	3.26753e+06	5.55911e+06	5.50534e+06	1.85505e+06	2.60342e+06	4.32887e+06	4.6226e+06	4.68152e+06	2.55156e+06	3.46038e+06	3.52933e+06	7.1017e+06	6.5688e+06	3.20535e+06	51	10
P19823	1.48421e+06	2.21201e+06	2.02822e+06	1.38453e+06	2.06039e+06	915254	2.00902e+06	1.38638e+06	1.68673e+06	1.76678e+06	1.62344e+06	1.74482e+06	1.65628e+06	1.18449e+06	1.6343e+06	2.06993e+06	2.08072e+06	1.54124e+06	1.46182e+06	1.36775e+06	1.57139e+06	1.14566e+06	1.69355e+06	2.15579e+06	2.36632e+06	1.26288e+06	2.30457e+06	1.30259e+06	1.83307e+06	2.25756e+06	1.28066e+06	1.5394e+06	1.3506e+06	1.67047e+06	1.57636e+06	1.98214e+06	1.70998e+06	740201	1.44996e+06	1.20696e+06	1.86932e+06	1.16599e+06	1.6689e+06	2.2474e+06	1.24676e+06	812915	2.70277e+06	1.16914e+06	1.1765e+06	1.03133e+06	487915	2.21466e+06	974765	1.78894e+06	1.25642e+06	1.72849e+06	871881	1.36727e+06	1.82319e+06	842236	1.30143e+06	2.03124e+06	1.0651e+06	1.64418e+06	1.41257e+06	1.60853e+06	2.05913e+06	1.5579e+06	1.91151e+06	1.90336e+06	1.38938e+06	1.25729e+06	1.68262e+06	1.58341e+06	1.93277e+06	2.56228e+06	1.87522e+06	1.71978e+06	1.69103e+06	2.03898e+06	1.31672e+06	1.75663e+06	1.42509e+06	1.84984e+06	2.02727e+06	2.36848e+06	2.06001e+06	1.76895e+06	1.71839e+06	1.68575e+06	2.35455e+06	1.43352e+06	2.18885e+06	1.68304e+06	1.52012e+06	1.91459e+06	1.42752e+06	1.983e+06	1.85001e+06	1.57399e+06	1.1629e+06	2.15823e+06	1.67822e+06	2.23957e+06	1.59417e+06	2.03805e+06	2.19098e+06	1.04332e+06	2.37632e+06	2.03563e+06	1.51387e+06	1.71108e+06	1.39298e+06	1.37532e+06	1.40893e+06	1.75101e+06	1.84294e+06	1.70082e+06	1.66072e+06	1.10611e+06	1.20376e+06	1.75001e+06	43	10
P19827	599373	886526	797465	483443	790832	355615	705583	448406	655078	775570	546957	570194	580046	392158	453617	918491	694197	592147	517599	569991	439703	477214	680979	813653	876421	406372	724184	590138	798096	881993	395654	562459	528693	563873	758289	777983	576554	341444	434096	550812	699743	341915	633170	892607	509144	360422	636429	387641	460660	351696	109491	1.01789e+06	635719	852575	197760	622664	477673	679289	690144	430626	521404	716480	362227	694466	552150	445506	1.1038e+06	831649	792992	693598	549838	460112	695606	523718	617274	1.02605e+06	802503	645663	678243	594080	508052	863523	639629	647653	802678	849251	691158	605631	717428	648851	974534	506872	770042	592196	605338	630431	551053	782494	625102	658512	368156	617673	792195	1.0053e+06	739270	826141	788489	556036	526382	980355	576826	402969	374917	594323	660101	776287	810942	673615	782409	580187	518617	790181	38	10
P20742	0	58300.1	83933.4	111276	93732.3	0	324398	8582.14	0	28290	56686.5	175175	41411.1	19012	18211	21016.4	108446	17835.1	45538.4	45881.3	5451.2	16754.9	12178	3293.37	91512.3	12273.6	14735	165798	8099.4	305287	11011.5	51973.7	0	25957.7	111340	11405.6	24135.2	70505	0	50068.3	0	0	152200	53132.8	48026.5	0	50116	0	10021.6	31100.5	5323.28	1603.7	0	1417.2	0	58217.8	0	15166.2	37429.4	30651.3	3397.96	0	29328.7	106220	53115.5	14082.1	115091	21270.7	1975.31	66610.9	41954.9	35766.9	38069.4	65845.4	4089.51	99393	73104.2	77011.5	36784.6	91825.8	18795.6	0	0	0	0	1322.78	330646	167995	0	0	0	0	0	50964.5	111595	129467	2067.55	39801.5	2122.98	3057.2	60995.2	109910	26180.4	11389.3	0	78324.8	0	10512.6	28919.2	52821.4	0	52200.8	7287.81	40592.8	129187	5730.36	85286.1	47280.2	99050.3	23657	24158.5	113401	15	5
P20851;P20851-2	60916.8	51523.3	73544	59095.6	79035.5	31441.3	46490.7	67861.5	85196.1	80430.1	44885.2	76951.3	98511.1	77544.1	107923	63944	74121.2	93599.2	62453.7	74000	44136.9	27068.3	59493.3	70491.1	77284.1	37276.2	88808.1	69632.9	84164.2	54047.2	95192.5	66324.7	44695.8	66535.1	70590.7	51781.9	54790.9	41543.2	15782.6	100485	45795.6	69286.3	67815	64120.5	72090.6	62443.2	48619	40356	76150.6	79396.3	24032.4	52969.2	80289.4	71896	54590.5	55998.9	62397.8	58334.1	54936.3	73577	27403.8	81003.3	25197.6	36632.7	74171.9	43738.6	103434	43428.8	59984.5	69251.6	68298.6	94698.9	82871.2	80103.9	74064.8	48161.9	63666.7	57641.1	68404.8	55581	55176.6	64293	65211	56187.7	57650.2	59556	49016.6	49899.1	83282	62641.6	51254.7	73714.2	56170.3	50580.2	67059.6	68311	78481.1	67550	66654.6	67307.3	73563.6	66972.7	70926.9	57964.1	60578	57435.9	59413	38130.1	51544.2	56483.6	53482.8	91488.4	31263.9	51273.2	54678	90846.2	49259.8	22508.9	72957.8	68609.9	48602.4	83603.8	15	4
P22792	278314	261962	292236	163645	304495	180727	221849	287513	277357	149834	290907	208964	221827	230065	113887	223911	170792	173294	254639	188541	232251	111333	221438	184195	143092	257902	383685	249307	167063	322063	164820	298127	243837	189819	84489.5	230224	204802	193724	137086	245230	105553	280114	219559	311314	159080	231657	204725	184649	117492	107542	92897.7	279980	238398	298277	185218	181259	171599	293672	198539	238061	231143	298961	45294	143871	132271	125197	263741	419043	205622	189473	151267	154335	260007	142700	239053	195333	144010	187966	257691	155071	151954	127485	190959	285846	221299	246107	162409	188000	255308	223363	318788	240486	204796	188750	248757	183030	164996	190051	150442	174464	170349	134288	293097	241446	140443	198454	219885	280320	78944.3	192272	164479	117165	114844	206501	215843	195601	206588	181346	158889	230435	303500	210256	25	7
P22891;P22891-2	3237.96	2798.09	7102.52	0	8348.12	0	8706.76	6328.11	1541.68	0	3903.77	6660.73	7833.45	4702.74	5785.26	2853.25	3853.79	7403.17	3618.89	1503.04	3983.6	0	6063.4	5879.32	2212.24	5531.2	4471.47	4873.63	10204.8	5509.51	3879.79	5110.88	7842.05	5104.38	2773	3668.67	2620.96	4704.33	0	4294.97	3330.22	4481.4	4888.16	10788.4	6515.73	4383.55	0	0	0	0	2291.52	4111.34	2572.33	5997.04	0	8612.57	1227.38	8385.1	3214.48	0	5244.24	0	4588.55	1825.76	1651.17	4522.14	9828.59	6478.82	7057.5	5848.73	3898.22	6129.74	2364.21	4849.24	2563.68	3692.19	5909.81	4814.94	9050.46	5398.41	2325.91	4120.45	3537.41	8254.12	5976.26	8973.96	5076.56	7668.69	8168.65	0	0	3132.11	0	8244.81	4785.23	4494.24	2521.76	4076.52	2924.55	5208.3	5246.4	4554.27	6174.33	9395.27	0	5323.18	0	0	4860.28	0	9114.71	0	3509.24	0	4343.04	9856.76	5333.37	0	5178.76	4167.96	6913.81	4519.03	3	1
P23083	218302	395747	226104	454160	327580	1.26006e+06	236783	927994	374064	255211	314782	612331	719144	338282	401687	460516	308904	399948	551242	440827	392709	293133	738647	206927	142622	203359	383261	518641	282052	320843	350267	493301	377907	596598	258218	406194	425236	437520	237106	262113	368827	397387	585967	461758	784451	202718	196808	366884	224618	910334	879447	458901	213426	559900	402978	451555	198940	614126	585867	463779	290442	486057	570846	186024	237474	702518	242042	183090	618591	479865	351940	310175	410924	429302	483871	395736	513236	305865	153631	283703	475844	397242	334088	431599	288268	237184	13939.8	443978	335274	261912	11248.6	533386	474671	404949	615587	215822	159495	299052	460627	553626	345910	366617	311898	359447	924434	393902	613725	672296	169858	233765	296031	433564	405757	347465	568834	368071	235767	224858	394756	321159	476951	403529	15	3
P23142	96972.4	179890	49462.8	139564	143197	298848	200376	148667	104218	179649	181000	99922.4	207322	124623	200298	87853.6	96774.1	84468.4	118998	136661	99320.6	162623	107440	71129.5	109259	170985	100706	68369.5	161296	139381	128044	153640	190008	106303	106729	102310	95567.2	126378	129056	91261.2	73349.3	128049	138917	135513	159650	117008	126125	97802.3	97230.4	171760	205363	102669	47773.7	123977	213639	141943	78162.7	152301	75412.7	133869	66951	142111	107332	106654	98218.7	145342	106531	164052	127710	182422	108059	85103.2	66531.9	88426.4	98792.4	130371	85179.5	97287.6	105098	79238.7	102753	98656.4	107661	191194	104711	202823	91917.1	113318	145353	88651.6	154051	140445	132353	178882	80228.4	47831.3	111307	115899	98419.1	125595	146115	92521	87252.7	86535.7	54558.3	107492	103015	81262.7	46741.8	49253.5	57465	212292	221364	82960.6	52506.6	139240	75514.1	89097.8	72669.4	83126.3	123265	48209.5	30	10
P23142-4	9680.85	6572.99	9782.84	11398.3	19797.3	41303.6	36158.2	19542.2	13658.5	18714.1	21167	14612.1	33964.6	0	0	9223.11	8711.8	6007.06	12135.1	9802.5	0	0	11622.7	9779.85	18196.8	4720.07	7310.57	8134.9	23521.2	17759.9	0	10016.1	7437.26	15765	18389.3	17882.9	10398.2	11012.8	0	12427.8	16563.7	14853.8	24655	17396	23943	11759	15680.8	8662.6	7287.87	7453.18	47724.4	13233.3	12655.4	16373.7	20372.4	20572.3	6151.3	21432.8	15135.4	22652.9	5980.56	19547.8	9196.44	15394.5	22126.1	21541	13942.6	15299.5	0	12193.7	9231	19515.6	11891.8	14072.5	16653.8	15106.8	17941.5	17839	16904.9	6978.05	11479.7	13230.5	10715	19041.6	12905.1	24843.6	13463.2	19391.8	29848.6	0	17085.5	3182.62	18479.6	16512.2	10979.1	0	13306.7	11548.1	7088.09	14306.5	25777.1	17479.3	13745.1	18765.9	18859.5	26803.6	12728.7	19118	11374.3	0	9718.65	13694.6	16048.8	9024.83	10863.7	25278.3	13279.6	12892.9	19411.8	12190.5	14218.6	11929.9	6	2
P25311	662996	644723	427097	391217	1.12372e+06	422305	417887	291664	582581	1.15249e+06	327628	674747	1.00848e+06	398491	355078	556063	662608	367385	331071	906175	254571	354768	622763	682598	1.20141e+06	438495	874431	471048	967736	476646	524457	402216	952113	298443	503299	464586	332769	600169	458289	650199	865707	370250	357044	374184	521728	277021	610117	557521	286706	434713	154309	490720	705234	450434	526521	661312	183664	400728	586512	753940	269104	946102	331285	531304	536050	308093	641838	810655	421440	668487	400662	690073	784102	427254	800649	855313	625789	759750	442701	320146	453489	695805	549854	568392	606603	1.03466e+06	569107	692378	571252	645513	726395	342571	513508	556808	610022	563059	351291	887499	505652	486370	534429	574282	835999	972313	675914	788109	425344	861838	824147	467402	611652	912505	316435	300962	599778	921396	616010	526707	474148	747930	369069	554964	44	10
